lng,lat
-0.182420,51.481461
-0.221301,51.514879
-0.215202,51.504985
-0.206461,51.496399
-0.192506,51.488631
-0.173173,51.485813
-0.199065,51.508605
-0.170834,51.486676
-0.166482,51.498208
-0.200271,51.492617
-0.181130,51.488545
-0.190968,51.502006
-0.192506,51.488631
-0.211730,51.520039
-0.193878,51.504928
-0.202090,51.493994
-0.221874,51.522352
-0.198871,51.498890
-0.215514,51.508047
-0.177628,51.486062
-0.096502,51.514539
-0.081489,51.511687
-0.086859,51.510785
-0.104734,51.514133
-0.079769,51.518313
-0.083120,51.517468
-0.105309,51.517649
-0.107913,51.517421
-0.080723,51.509336
-0.085230,51.511838
-0.093646,51.517370
-0.084612,51.512817
-0.098713,51.516823
-0.106393,51.512361
-0.086791,51.512403
-0.078411,51.509478
-0.082296,51.509631
-0.079359,51.510932
-0.083828,51.514333
-0.103524,51.512045
-0.091198,51.510406
-0.090434,51.514890
-0.100631,51.515775
-0.101912,51.516155
-0.089037,51.517295
-0.086480,51.509520
-0.080428,51.509511
-0.074315,51.514357
-0.104878,51.514135
-0.103190,51.516626
-0.086887,51.516990
-0.089058,51.513339
-0.092859,51.512052
-0.113789,51.518235
-0.074792,51.509868
-0.096790,51.514544
-0.075376,51.509698
-0.104104,51.511964
-0.096934,51.514546
-0.103049,51.516534
-0.085855,51.510679
-0.093196,51.510888
-0.081266,51.516989
-0.087955,51.512152
-0.085692,51.511126
-0.107899,51.514274
-0.087743,51.513767
-0.094501,51.514147
-0.104158,51.514123
-0.088340,51.506403
-0.078954,51.520548
-0.098030,51.522837
-0.101865,51.513817
-0.107754,51.517779
-0.103137,51.510960
-0.095713,51.512728
-0.099579,51.513330
-0.133381,51.514952
-0.162862,51.512989
-0.174843,51.523338
-0.174288,51.522790
-0.139741,51.493291
-0.164325,51.501682
-0.131036,51.512397
-0.179476,51.515586
-0.157739,51.522081
-0.146939,51.521821
-0.178824,51.513868
-0.169801,51.519662
-0.126892,51.501000
-0.161510,51.521511
-0.186026,51.513979
-0.152868,51.517778
-0.194631,51.525982
-0.158383,51.513279
-0.156138,51.518909
-0.201584,51.517816
-0.144596,51.519176
-0.156137,51.497507
-0.115160,51.512952
-0.176149,51.512298
-0.122635,51.509924
-0.142012,51.515359
-0.164004,51.534769
-0.134031,51.513164
-0.153736,51.517702
-0.199360,51.519400
-0.136759,51.509880
-0.152201,51.502211
-0.157820,51.502209
-0.203177,51.524944
-0.176713,51.530651
-0.174363,51.520902
-0.128005,51.487889
-0.148387,51.521664
-0.184916,51.523764
-0.128466,51.511816
-0.165870,51.499098
-0.165804,51.515104
-0.141561,51.494579
-0.169505,51.519838
-0.170780,51.520397
-0.165291,51.527865
-0.150956,51.518737
-0.150705,51.514237
-0.126955,51.509993
-0.125127,51.494857
-0.126885,51.511701
-0.129506,51.507516
-0.156097,51.509196
-0.134148,51.506781
-0.141378,51.516787
-0.124839,51.508881
-0.152852,51.503930
-0.133237,51.511443
-0.144596,51.519176
-0.153169,51.513916
-0.129673,51.513994
-0.147325,51.519399
-0.188414,51.515545
-0.144633,51.511174
-0.173900,51.532496
-0.135849,51.489812
-0.169335,51.538449
-0.138513,51.488056
-0.144475,51.497323
-0.151562,51.514431
-0.155331,51.517457
-0.126201,51.500270
-0.174988,51.501668
-0.165569,51.524542
-0.195209,51.515020
-0.125839,51.498555
-0.204871,51.525870
-0.159247,51.513292
-0.149883,51.502534
-0.158707,51.512385
-0.136896,51.485332
-0.124012,51.500954
-0.153100,51.515624
-0.168159,51.513882
-0.115098,51.510973
-0.198383,51.529547
-0.127354,51.507302
-0.159652,51.521122
-0.127645,51.507217
-0.180245,51.525220
-0.123927,51.503021
-0.118683,51.514897
-0.164890,51.534243
-0.172192,51.517541
-0.149590,51.495515
-0.154288,51.514743
-0.113121,51.513459
-0.192473,51.533143
-0.143356,51.521315
-0.141635,51.514004
-0.165049,51.501603
-0.120729,51.510703
-0.160401,51.534713
-0.127039,51.493898
-0.128570,51.488167
-0.145907,51.497525
-0.132811,51.490123
-0.152650,51.494664
-0.133982,51.510825
-0.132980,51.485990
-0.157241,51.502290
-0.127933,51.507221
-0.145792,51.525220
-0.125426,51.494592
-0.128373,51.507049
-0.165644,51.522655
-0.142831,51.520048
-0.176723,51.501515
-0.136176,51.485321
-0.137954,51.505313
-0.165731,51.516901
-0.134588,51.510115
-0.134865,51.496271
-0.130872,51.505829
-0.152250,51.504550
-0.170413,51.533161
-0.168656,51.512271
-0.164050,51.515706
-0.197836,51.525132
-0.134448,51.510023
-0.123303,51.507687
-0.170359,51.502136
-0.156227,51.520259
-0.149944,51.518811
-0.139433,51.511451
-0.129218,51.507512
-0.135776,51.491609
-0.152801,51.522993
-0.146328,51.504906
-0.151415,51.496713
-0.143754,51.511520
-0.159902,51.514921
-0.142016,51.515269
-0.127354,51.507302
-0.136896,51.485332
-0.207158,51.526354
-0.123037,51.507143
-0.121172,51.510441
-0.119965,51.511770
-0.131475,51.512224
-0.172595,51.521864
-0.139701,51.515502
-0.194752,51.522927
-0.144508,51.489410
-0.191812,51.520723
-0.134574,51.485745
-0.122775,51.506509
-0.132502,51.511791
-0.180042,51.501387
-0.125197,51.493149
-0.151112,51.507769
-0.132257,51.507200
-0.147766,51.494317
-0.149123,51.485706
-0.125418,51.494772
-0.142547,51.512849
-0.153892,51.513838
-0.154820,51.537233
-0.190825,51.520168
-0.172477,51.528427
-0.158988,51.512569
-0.126977,51.509454
-0.149675,51.500552
-0.163811,51.500145
-0.152650,51.494664
-0.127553,51.509463
-0.164187,51.515888
-0.119089,51.512026
-0.132058,51.508546
-0.162786,51.514877
-0.157988,51.523074
-0.159135,51.512481
-0.127490,51.507484
-0.141912,51.496563
-0.118610,51.509680
-0.188999,51.518971
-0.129794,51.507521
-0.141322,51.507524
-0.141690,51.494941
-0.163673,51.528649
-0.158979,51.519943
-0.140980,51.508868
-0.131231,51.507634
